ad_archive_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
3654181304872106,134080283313500,"DIE LINKE Thüringen",2025-02-21,2025-02-21,2025-02-23,"DIE LINKE Thüringen","Laut einer aktuellen INSA-Umfrage im Auftrag von DIE LINKE Thüringen spricht sich eine überwältigende Mehrheit von 82% dafür aus, die Mehrwertsteuer auf Grundnahrungsmittel sowie auf Bus- und Bahntickets abzuschaffen.

Warum? Weil es für viele Menschen längst nicht mehr nur um Luxus geht – sondern um das tägliche Leben!

🔴 Lebensmittel müssen bezahlbar sein – Essen ist ein Grundrecht, kein Spekulationsobjekt!
🔴 Bus & Bahn müssen günstiger werden – Mobilität darf keine Frage des Geldbeutels sein!
🔴 Die Entlastung muss bei den Menschen ankommen – nicht bei großen Konzernen!

Gerade in Zeiten hoher Inflation brauchen wir Lösungen, die alle Menschen spürbar entlasten. Die Bundesregierung könnte diese Mehrwertsteuer-Streichung sofort umsetzen – doch es fehlt am politischen Willen.

Was denkst du? Wäre das ein wichtiger Schritt oder nur ein Tropfen auf den heißen Stein? Schreib deine Meinung in die Kommentare! 👇

#dielinke #dielinkethüringen #bodo #ramelow #bodoramelow #bundestag #bundestagswahl #btw #februar #erfurt #weimar #weimarerland #deshalbdielinke","DIE LINKE. Thüringen (@die_linke_th) • Instagram photos and videos","Opens Instagram","12K Followers, 529 Following, 1,601 Posts - See Instagram photos and videos from DIE LINKE. Thüringen (@die_linke_th)","lower_bound: 15000, upper_bound: 19999","lower_bound: 100, upper_bound: 199",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.235096},{""age"":""45-54"",""gender"":""male"",""percentage"":0.030816},{""age"":""65+"",""gender"":""male"",""percentage"":0.017481},{""age"":""65+"",""gender"":""female"",""percentage"":0.022187},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000224},{""age"":""55-64"",""gender"":""male"",""percentage"":0.018714},{""age"":""55-64"",""gender"":""female"",""percentage"":0.039892},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000448},{""age"":""45-54"",""gender"":""female"",""percentage"":0.046728},{""age"":""18-24"",""gender"":""male"",""percentage"":0.154639},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001121},{""age"":""35-44"",""gender"":""male"",""percentage"":0.059502},{""age"":""35-44"",""gender"":""female"",""percentage"":0.087293},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.002689},{""age"":""25-34"",""gender"":""male"",""percentage"":0.124048},{""age"":""25-34"",""gender"":""female"",""percentage"":0.151165},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.007396},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.00056}","{""region"":""Th\u00fcringen"",""percentage"":1}",instagram,"lower_bound: 500001, upper_bound: 1000000",de
493823920436340,342308385894982,"Die Linke Westpfalz",2025-02-20,2025-02-20,2025-02-23,"Die Linke. BV Westpfalz","@dielinke - weil wir nicht mit Fritze Merz & Alice im Fascholand kuscheln! ✌🏻😏🚩

#keinenschrittnachrechts #deshalbdielinke #dielinkerlp #dielinkekaiserslautern #dielinke #frauengegenmerz #fckafd #fcknzs #demokratieschützen @dielinke.rlp @deshalbdielinke.de",,,,"lower_bound: 10000, upper_bound: 14999","lower_bound: 0, upper_bound: 99",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.202918},{""age"":""45-54"",""gender"":""male"",""percentage"":0.039811},{""age"":""65+"",""gender"":""male"",""percentage"":0.013431},{""age"":""65+"",""gender"":""female"",""percentage"":0.018649},{""age"":""55-64"",""gender"":""unknown"",""percentage"":9.7e-5},{""age"":""55-64"",""gender"":""male"",""percentage"":0.031694},{""age"":""55-64"",""gender"":""female"",""percentage"":0.037105},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000387},{""age"":""45-54"",""gender"":""female"",""percentage"":0.04957},{""age"":""18-24"",""gender"":""male"",""percentage"":0.118176},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000483},{""age"":""35-44"",""gender"":""male"",""percentage"":0.066093},{""age"":""35-44"",""gender"":""female"",""percentage"":0.079814},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00116},{""age"":""25-34"",""gender"":""male"",""percentage"":0.130737},{""age"":""25-34"",""gender"":""female"",""percentage"":0.20775},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001933},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000193}","{""region"":""Alsace"",""percentage"":0.000197},{""region"":""Hordaland"",""percentage"":0.000492},{""region"":""Lorraine"",""percentage"":0.000787},{""region"":""Rheinland-Pfalz"",""percentage"":0.639709},{""region"":""Saarland"",""percentage"":0.358815}",instagram,"lower_bound: 100001, upper_bound: 500000",
1133300578279378,293150187371037,"DIE LINKE. Brandenburg",2025-02-20,2025-02-20,2025-02-24,"DIE LINKE. Brandenburg","Letzten Montag im Blok O habt ihr gezeigt: Die Linke ist kämpferisch, laut und da, wenn es drauf ankommt! 💪 

Mit Heidi Reichinnek, Isabelle Vandre & Leon Turi Kley hatten wir ein starkes Team am Start – und ihr habt mit euren Fragen, eurem Applaus und eurer Energie klargemacht: Es braucht eine starke LINKE im Bundestag!

Denn während während alle anderen der AfD auf den Leim gehen und das Migrationsthema auf Dauerschleife spielen, kämpfen wir für ein besseres Leben für alle!

🏠 Bezahlbares Wohnen statt Rendite für wenige!
💰 Umverteilung & soziale Gerechtigkeit statt wachsender Armut!
🌍 Echter Klimaschutz & Daseinsvorsorge für alle!

Und während sich alle anderen wegducken, sagen wir klar: N@zis die Stirn bieten – immer & überall! 🚫

DIE LINKE LEBT, und wir kämpfen weiter – für euch, mit euch! ✊🔥

Danke an alle vor Ort & im Livestream. Zusammen machen wir den Unterschied! ❤️

#DieLinke #FrankfurtOder #PolitikZumAnfassen #SozialeGerechtigkeit #frankfurtoderslubice #deshalbdielinke #heidireichinnek #brandenburg #isabellevandre #dielinkebrandenburg",,,,"lower_bound: 35000, upper_bound: 39999","lower_bound: 300, upper_bound: 399",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.047948},{""age"":""45-54"",""gender"":""male"",""percentage"":0.129493},{""age"":""65+"",""gender"":""male"",""percentage"":0.056599},{""age"":""65+"",""gender"":""female"",""percentage"":0.045869},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001241},{""age"":""55-64"",""gender"":""male"",""percentage"":0.118227},{""age"":""55-64"",""gender"":""female"",""percentage"":0.066457},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001375},{""age"":""45-54"",""gender"":""female"",""percentage"":0.061595},{""age"":""18-24"",""gender"":""male"",""percentage"":0.038492},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001844},{""age"":""35-44"",""gender"":""male"",""percentage"":0.151958},{""age"":""35-44"",""gender"":""female"",""percentage"":0.091571},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001106},{""age"":""25-34"",""gender"":""male"",""percentage"":0.101931},{""age"":""25-34"",""gender"":""female"",""percentage"":0.081746},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001744},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000805}","{""region"":""Brandenburg"",""percentage"":1}","facebook,instagram","lower_bound: 500001, upper_bound: 1000000",de
952922853240676,47694585682,"Die Linke",2025-02-20,2025-02-20,2025-02-24,"DIE LINKE","Wir legen uns mit denen da oben an. Für dich und mit dir. Denn geschenkt wird uns nichts. 

Es gibt immer mehr Milliardäre in Deutschland und gleichzeitig drohen immer mehr Menschen arm zu werden: Durch die hohen Mieten und die steigenden Preise in den Supermärkten. Es braucht eine Atempause. Einen Deckel für Mieten und Lebensmittel.

Während andere Parteien Sündenböcke ganz unten suchen, stehen wir solidarisch zusammen und boxen nach oben. Gegen Milliardäre und ihre Freunde in der Politik! ☝️

Deshalb am 23. Februar die Linke wählen! 🗳️ #DeshalbDieLinke",,,,"lower_bound: 400000, upper_bound: 449999","lower_bound: 800, upper_bound: 899",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.008002},{""age"":""45-54"",""gender"":""male"",""percentage"":0.162587},{""age"":""65+"",""gender"":""male"",""percentage"":0.049608},{""age"":""65+"",""gender"":""female"",""percentage"":0.040933},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000842},{""age"":""55-64"",""gender"":""male"",""percentage"":0.121275},{""age"":""55-64"",""gender"":""female"",""percentage"":0.070013},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001374},{""age"":""45-54"",""gender"":""female"",""percentage"":0.06621},{""age"":""18-24"",""gender"":""male"",""percentage"":0.030809},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001797},{""age"":""35-44"",""gender"":""male"",""percentage"":0.18354},{""age"":""35-44"",""gender"":""female"",""percentage"":0.06011},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000985},{""age"":""25-34"",""gender"":""male"",""percentage"":0.161643},{""age"":""25-34"",""gender"":""female"",""percentage"":0.039627},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.0002},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000447}","{""region"":""Baden-W\u00fcrttemberg"",""percentage"":0.106003},{""region"":""Bayern"",""percentage"":0.116464},{""region"":""Berlin"",""percentage"":0.096566},{""region"":""Brandenburg"",""percentage"":0.00325},{""region"":""Bremen"",""percentage"":0.015815},{""region"":""Hamburg"",""percentage"":0.098477},{""region"":""Hessen"",""percentage"":0.057746},{""region"":""Mecklenburg-Vorpommern"",""percentage"":0.007353},{""region"":""Niedersachsen"",""percentage"":0.053677},{""region"":""Nordrhein-Westfalen"",""percentage"":0.325867},{""region"":""Rheinland-Pfalz"",""percentage"":0.054924},{""region"":""Sachsen"",""percentage"":0.026265},{""region"":""Saxony-Anhalt"",""percentage"":0.015217},{""region"":""Schleswig-Holstein"",""percentage"":0.016396},{""region"":""Th\u00fcringen"",""percentage"":0.005977},{""region"":""Unknown"",""percentage"":3.0e-6}",facebook,"lower_bound: 1000001",de
1561202964596884,47694585682,"Die Linke",2025-02-20,2025-02-20,2025-02-24,"DIE LINKE","Wir legen uns mit denen da oben an. Für dich und mit dir. Denn geschenkt wird uns nichts. 

Es gibt immer mehr Milliardäre in Deutschland und gleichzeitig drohen immer mehr Menschen arm zu werden: Durch die hohen Mieten und die steigenden Preise in den Supermärkten. Es braucht eine Atempause. Einen Deckel für Mieten und Lebensmittel.

Während andere Parteien Sündenböcke ganz unten suchen, stehen wir solidarisch zusammen und boxen nach oben. Gegen Milliardäre und ihre Freunde in der Politik! ☝️

Deshalb am 23. Februar die Linke wählen! 🗳️ #DeshalbDieLinke","Kurzwahlprogramm: Die Linke",die-linke.de,"Die letzten Jahre waren hart. Jedenfalls für die große Mehrheit. Lebensmittel, Miete, Gas und Strom: Alles ist teurer geworden. Immer mehr Menschen müssen sich im Winter zwischen einer warmen Mahlzeit und einer warmen Wohnung entscheiden. Doch auch diejenigen, denen es etwas besser geht, spüren ...","lower_bound: 350000, upper_bound: 399999","lower_bound: 800, upper_bound: 899",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.150309},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.010726},{""age"":""Unknown"",""gender"":""male"",""percentage"":1.2e-5},{""age"":""Unknown"",""gender"":""female"",""percentage"":4.0e-6},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.002219},{""age"":""65+"",""gender"":""male"",""percentage"":0.007198},{""age"":""65+"",""gender"":""female"",""percentage"":0.007777},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.006333},{""age"":""55-64"",""gender"":""male"",""percentage"":0.017499},{""age"":""55-64"",""gender"":""female"",""percentage"":0.020274},{""age"":""45-54"",""gender"":""male"",""percentage"":0.031089},{""age"":""18-24"",""gender"":""male"",""percentage"":0.141062},{""age"":""45-54"",""gender"":""female"",""percentage"":0.037194},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.018669},{""age"":""35-44"",""gender"":""male"",""percentage"":0.070984},{""age"":""35-44"",""gender"":""female"",""percentage"":0.072366},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.033474},{""age"":""25-34"",""gender"":""male"",""percentage"":0.180873},{""age"":""25-34"",""gender"":""female"",""percentage"":0.161625},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.03029},{""age"":""Unknown"",""gender"":""unknown"",""percentage"":2.3e-5}","{""region"":""Baden-W\u00fcrttemberg"",""percentage"":0.102158},{""region"":""Bayern"",""percentage"":0.101154},{""region"":""Berlin"",""percentage"":0.096313},{""region"":""Brandenburg"",""percentage"":0.003734},{""region"":""Bremen"",""percentage"":0.011996},{""region"":""Hamburg"",""percentage"":0.120531},{""region"":""Hessen"",""percentage"":0.045556},{""region"":""Mecklenburg-Vorpommern"",""percentage"":0.008131},{""region"":""Niedersachsen"",""percentage"":0.059884},{""region"":""Nordrhein-Westfalen"",""percentage"":0.333621},{""region"":""Rheinland-Pfalz"",""percentage"":0.055713},{""region"":""Sachsen"",""percentage"":0.024072},{""region"":""Saxony-Anhalt"",""percentage"":0.012827},{""region"":""Schleswig-Holstein"",""percentage"":0.017937},{""region"":""Th\u00fcringen"",""percentage"":0.006373}",instagram,"lower_bound: 1000001",de
962849519247886,47694585682,"Die Linke",2025-02-20,2025-02-20,2025-02-23,"DIE LINKE","Damit DU dir dein Leben wieder leisten kannst 🤑 - Unser Kurzwahlprogramm! Statt wie Friedrich Merz den Sozialstaat zu zerschlagen, wollen wir eine solidarische, vielfältige und nachhaltige Gesellschaft, in der es allen gut geht ❤️

#DieLinke #Preise #Inflation #Niewiederistjetzt #BTW2025",,,,"lower_bound: 60000, upper_bound: 69999","lower_bound: 600, upper_bound: 699",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.088931},{""age"":""45-54"",""gender"":""male"",""percentage"":0.047088},{""age"":""65+"",""gender"":""male"",""percentage"":0.025333},{""age"":""65+"",""gender"":""female"",""percentage"":0.037309},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000744},{""age"":""55-64"",""gender"":""male"",""percentage"":0.040621},{""age"":""55-64"",""gender"":""female"",""percentage"":0.07855},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001276},{""age"":""45-54"",""gender"":""female"",""percentage"":0.076088},{""age"":""18-24"",""gender"":""male"",""percentage"":0.068258},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002374},{""age"":""35-44"",""gender"":""male"",""percentage"":0.082678},{""age"":""35-44"",""gender"":""female"",""percentage"":0.119933},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.003596},{""age"":""25-34"",""gender"":""male"",""percentage"":0.137295},{""age"":""25-34"",""gender"":""female"",""percentage"":0.184931},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.004411},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000585}","{""region"":""Baden-W\u00fcrttemberg"",""percentage"":0.089125},{""region"":""Bayern"",""percentage"":0.088287},{""region"":""Berlin"",""percentage"":0.1931},{""region"":""Brandenburg"",""percentage"":0.006169},{""region"":""Bremen"",""percentage"":0.016206},{""region"":""Hamburg"",""percentage"":0.09984},{""region"":""Hessen"",""percentage"":0.043787},{""region"":""Mecklenburg-Vorpommern"",""percentage"":0.009182},{""region"":""Niedersachsen"",""percentage"":0.076841},{""region"":""Nordrhein-Westfalen"",""percentage"":0.249813},{""region"":""Rheinland-Pfalz"",""percentage"":0.031182},{""region"":""Sachsen"",""percentage"":0.042521},{""region"":""Saxony-Anhalt"",""percentage"":0.019754},{""region"":""Schleswig-Holstein"",""percentage"":0.020592},{""region"":""Th\u00fcringen"",""percentage"":0.013603}",instagram,"lower_bound: 1000001",de
1139465654146556,47694585682,"Die Linke",2025-02-20,2025-02-20,2025-02-24,"DIE LINKE",,,"api.whatsapp.com,api.whatsapp.com",,"lower_bound: 1000000","lower_bound: 3000, upper_bound: 3499",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.157208},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.007545},{""age"":""Unknown"",""gender"":""male"",""percentage"":5.0e-6},{""age"":""Unknown"",""gender"":""female"",""percentage"":1.0e-6},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001595},{""age"":""65+"",""gender"":""male"",""percentage"":0.010742},{""age"":""65+"",""gender"":""female"",""percentage"":0.012558},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.004469},{""age"":""55-64"",""gender"":""male"",""percentage"":0.025185},{""age"":""55-64"",""gender"":""female"",""percentage"":0.029901},{""age"":""45-54"",""gender"":""male"",""percentage"":0.040557},{""age"":""18-24"",""gender"":""male"",""percentage"":0.118757},{""age"":""45-54"",""gender"":""female"",""percentage"":0.048111},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.01202},{""age"":""35-44"",""gender"":""male"",""percentage"":0.070532},{""age"":""35-44"",""gender"":""female"",""percentage"":0.082014},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.022198},{""age"":""25-34"",""gender"":""male"",""percentage"":0.164758},{""age"":""25-34"",""gender"":""female"",""percentage"":0.170702},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.021129},{""age"":""Unknown"",""gender"":""unknown"",""percentage"":1.2e-5}","{""region"":""Baden-W\u00fcrttemberg"",""percentage"":0.106303},{""region"":""Bayern"",""percentage"":0.101791},{""region"":""Berlin"",""percentage"":0.104783},{""region"":""Brandenburg"",""percentage"":0.003976},{""region"":""Bremen"",""percentage"":0.013343},{""region"":""Hamburg"",""percentage"":0.112666},{""region"":""Hessen"",""percentage"":0.04937},{""region"":""Mecklenburg-Vorpommern"",""percentage"":0.007046},{""region"":""Niedersachsen"",""percentage"":0.062767},{""region"":""Nordrhein-Westfalen"",""percentage"":0.324134},{""region"":""Rheinland-Pfalz"",""percentage"":0.052302},{""region"":""Sachsen"",""percentage"":0.025244},{""region"":""Saxony-Anhalt"",""percentage"":0.013291},{""region"":""Schleswig-Holstein"",""percentage"":0.016878},{""region"":""Th\u00fcringen"",""percentage"":0.006107}",instagram,"lower_bound: 1000001",de
1638573076764130,346271552160809,"DIE LINKE. Neukölln",2025-02-20,2025-02-20,2025-02-21,"DIE LINKE.Neukölln","Ich bin Ferat Koçak und ich möchte am 23.2. für Neukölln in den Bundestag einziehen. Ich kämpfe mit denen, die nie eine Stimme hatten, die gegen rechts stehen, die sich nach einer gerechten Gesellschaft sehnen. // @der_neukoellner 

Deshalb am 23.2.: Erststimme Ferat Koçak, Zweitstimme Linke",,www.teamferat.de,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.170604},{""age"":""18-24"",""gender"":""male"",""percentage"":0.173228},{""age"":""25-34"",""gender"":""female"",""percentage"":0.163386},{""age"":""25-34"",""gender"":""male"",""percentage"":0.166667},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.004593},{""age"":""35-44"",""gender"":""female"",""percentage"":0.084646},{""age"":""35-44"",""gender"":""male"",""percentage"":0.06168},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001312},{""age"":""45-54"",""gender"":""female"",""percentage"":0.042651},{""age"":""45-54"",""gender"":""male"",""percentage"":0.036089},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000656},{""age"":""55-64"",""gender"":""female"",""percentage"":0.028215},{""age"":""55-64"",""gender"":""male"",""percentage"":0.020341},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001312},{""age"":""65+"",""gender"":""female"",""percentage"":0.026247},{""age"":""65+"",""gender"":""male"",""percentage"":0.018373}","{""region"":""Berlin"",""percentage"":0.986781},{""region"":""Brandenburg"",""percentage"":0.013219}",instagram,"lower_bound: 100001, upper_bound: 500000",
662050093161066,346271552160809,"DIE LINKE. Neukölln",2025-02-20,2025-02-20,2025-02-22,"DIE LINKE.Neukölln",,"Am 23.02. Ferat wählen!,Am 23.02. Ferat wählen!,Am 23.02. Ferat wählen!","teamferat.de,teamferat.de,teamferat.de",,"lower_bound: 15000, upper_bound: 19999","lower_bound: 100, upper_bound: 199",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.002281},{""age"":""45-54"",""gender"":""male"",""percentage"":0.175124},{""age"":""65+"",""gender"":""male"",""percentage"":0.121691},{""age"":""65+"",""gender"":""female"",""percentage"":0.096359},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001629},{""age"":""55-64"",""gender"":""male"",""percentage"":0.195325},{""age"":""55-64"",""gender"":""female"",""percentage"":0.090902},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.002281},{""age"":""45-54"",""gender"":""female"",""percentage"":0.053189},{""age"":""18-24"",""gender"":""male"",""percentage"":0.011403},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001873},{""age"":""35-44"",""gender"":""male"",""percentage"":0.117537},{""age"":""35-44"",""gender"":""female"",""percentage"":0.036165},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00057},{""age"":""25-34"",""gender"":""male"",""percentage"":0.074041},{""age"":""25-34"",""gender"":""female"",""percentage"":0.018164},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000244},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001222}","{""region"":""Berlin"",""percentage"":0.994131},{""region"":""Brandenburg"",""percentage"":0.005869}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",de
1199104708304736,346271552160809,"DIE LINKE. Neukölln",2025-02-20,2025-02-20,2025-02-20,"DIE LINKE.Neukölln","Ich bin Ferat Koçak und ich möchte am 23.2. für Neukölln in den Bundestag einziehen. Ich kämpfe mit denen, die nie eine Stimme hatten, die gegen rechts stehen, die sich nach einer gerechten Gesellschaft sehnen. // @der_neukoellner 

Deshalb am 23.2.: Erststimme Ferat Koçak, Zweitstimme Linke",,www.teamferat.de,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.168901},{""age"":""18-24"",""gender"":""male"",""percentage"":0.211796},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.008043},{""age"":""25-34"",""gender"":""female"",""percentage"":0.176944},{""age"":""25-34"",""gender"":""male"",""percentage"":0.184987},{""age"":""35-44"",""gender"":""female"",""percentage"":0.064343},{""age"":""35-44"",""gender"":""male"",""percentage"":0.050938},{""age"":""45-54"",""gender"":""female"",""percentage"":0.029491},{""age"":""45-54"",""gender"":""male"",""percentage"":0.021448},{""age"":""55-64"",""gender"":""female"",""percentage"":0.021448},{""age"":""55-64"",""gender"":""male"",""percentage"":0.013405},{""age"":""65+"",""gender"":""female"",""percentage"":0.018767},{""age"":""65+"",""gender"":""male"",""percentage"":0.029491}","{""region"":""Berlin"",""percentage"":0.986631},{""region"":""Brandenburg"",""percentage"":0.013369}",instagram,"lower_bound: 100001, upper_bound: 500000",
1047011497472540,47694585682,"Die Linke",2025-02-20,2025-02-20,2025-02-22,"DIE LINKE","Mit deiner Erststimme verteidigen wir das Direktmandat und halten die AfD draußen. Ich kämpfe für bezahlbare Mieten und eine Politik, die nah bei den Menschen bleibt.,Mit deiner Erststimme verteidigen wir das Direktmandat und halten die AfD draußen. Ich kämpfe für bezahlbare Mieten und eine Politik, die nah bei den Menschen bleibt.,Mit deiner Erststimme verteidigen wir das Direktmandat und halten die AfD draußen. Ich kämpfe für bezahlbare Mieten und eine Politik, die nah bei den Menschen bleibt.,Mit deiner Erststimme verteidigen wir das Direktmandat und halten die AfD draußen. Ich kämpfe für bezahlbare Mieten und eine Politik, die nah bei den Menschen bleibt.",,die-linke.de,,"lower_bound: 25000, upper_bound: 29999","lower_bound: 400, upper_bound: 499",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.089142},{""age"":""45-54"",""gender"":""male"",""percentage"":0.053141},{""age"":""65+"",""gender"":""male"",""percentage"":0.016894},{""age"":""65+"",""gender"":""female"",""percentage"":0.021117},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000164},{""age"":""55-64"",""gender"":""male"",""percentage"":0.030712},{""age"":""55-64"",""gender"":""female"",""percentage"":0.036739},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001271},{""age"":""45-54"",""gender"":""female"",""percentage"":0.056626},{""age"":""18-24"",""gender"":""male"",""percentage"":0.093489},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001845},{""age"":""35-44"",""gender"":""male"",""percentage"":0.127358},{""age"":""35-44"",""gender"":""female"",""percentage"":0.134697},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.002214},{""age"":""25-34"",""gender"":""male"",""percentage"":0.177997},{""age"":""25-34"",""gender"":""female"",""percentage"":0.154953},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001312},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000328}","{""region"":""Berlin"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",de
947863350865143,47694585682,"Die Linke",2025-02-20,2025-02-20,2025-02-22,"DIE LINKE","Mit deiner Erststimme verteidigen wir das Direktmandat und halten die AfD draußen. Ich kämpfe für bezahlbare Mieten und eine Politik, die nah bei den Menschen bleibt.",,,,"lower_bound: 10000, upper_bound: 14999","lower_bound: 200, upper_bound: 299",EUR,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.08642},{""age"":""45-54"",""gender"":""male"",""percentage"":0.064405},{""age"":""65+"",""gender"":""male"",""percentage"":0.023569},{""age"":""65+"",""gender"":""female"",""percentage"":0.027972},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000518},{""age"":""55-64"",""gender"":""male"",""percentage"":0.039713},{""age"":""55-64"",""gender"":""female"",""percentage"":0.044893},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000691},{""age"":""45-54"",""gender"":""female"",""percentage"":0.067254},{""age"":""18-24"",""gender"":""male"",""percentage"":0.079858},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.00259},{""age"":""35-44"",""gender"":""male"",""percentage"":0.11491},{""age"":""35-44"",""gender"":""female"",""percentage"":0.14409},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001036},{""age"":""25-34"",""gender"":""male"",""percentage"":0.142018},{""age"":""25-34"",""gender"":""female"",""percentage"":0.158335},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001122},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000604}","{""region"":""Berlin"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",
